"lead","smoking","married","birth.country","edu","race","income","income.mis","cage","cage2","army","cfamily.size"
1.34,0,0,"Born in 50 US States or Washington, DC","edu.somecol","mexicanam",4.24,0,-28.1577844311377,792.860824070422,"No",0.39353630899596
6.1,0,0,"Born in 50 US States or Washington, DC","edu.somecol","white",2.49236006546645,1,2.84221556886227,8.07818933988309,"No",-1.60646369100404
2.96,1,0,"Born in 50 US States or Washington, DC","edu.somecol","white",0.19,0,10.8422155688623,117.553638441679,"Yes",-2.60646369100404
1.46,0,0,"Born in Mexico","edu.somecol","mexicanam",2.95,0,-5.15778443113773,26.6027402380867,"No",-0.60646369100404
0.45,0,1,"Born in 50 US States or Washington, DC","edu.9to11","white",1.94,0,-14.1577844311377,200.442859998566,"No",1.39353630899596
0.99,0,1,"Born in 50 US States or Washington, DC","edu.college","white",5,0,-21.1577844311377,447.651842034494,"No",-1.60646369100404
1.79,0,0,"Born in Mexico","edu.hischl","mexicanam",1.56,0,-17.1577844311377,294.389566585392,"No",3.39353630899596
2.93,1,1,"Born in 50 US States or Washington, DC","edu.hischl","white",0.48,0,3.84221556886227,14.7626204776076,"No",1.39353630899596
0.86,0,1,"Born in Mexico","edu.lt9","mexicanam",0.71,0,-14.1577844311377,200.442859998566,"No",2.39353630899596
0.69,0,1,"Born in 50 US States or Washington, DC","edu.hischl","black",1.14,0,-13.1577844311377,173.12729113629,"No",1.39353630899596
1.31,0,0,"Born in Other Spanish Speaking Country","edu.lt9","otherhispan",0,0,10.8422155688623,117.553638441679,"No",-2.60646369100404
1.63,1,0,"Born in 50 US States or Washington, DC","edu.hischl","white",5,0,-0.157784431137728,0.0248959267094563,"No",-0.60646369100404
1.72,0,1,"Born in 50 US States or Washington, DC","edu.somecol","white",3.57,0,-11.1577844311377,124.496153411739,"No",-1.60646369100404
2.1,1,0,"Born in 50 US States or Washington, DC","edu.somecol","black",0.88,0,-8.15778443113773,66.5494468249131,"No",-1.60646369100404
1.8,1,0,"Born in 50 US States or Washington, DC","edu.hischl","white",0.73,0,-18.1577844311377,329.705135447668,"No",-1.60646369100404
0.99,0,0,"Born in 50 US States or Washington, DC","edu.hischl","white",0.62,0,-22.1577844311377,490.967410896769,"No",2.39353630899596
2.6,0,0,"Born in Mexico","edu.hischl","mexicanam",2.49236006546645,1,-23.1577844311377,536.282979759045,"No",-2.60646369100404
0.69,0,1,"Born in 50 US States or Washington, DC","edu.hischl","white",4.72,0,-3.15778443113773,9.97160251353582,"Yes",0.39353630899596
1.6,0,1,"Born in 50 US States or Washington, DC","edu.hischl","white",5,0,-1.15778443113773,1.34046478898491,"No",-1.60646369100404
1.9,1,0,"Born in 50 US States or Washington, DC","edu.somecol","white",2.35,0,21.8422155688623,477.082380956649,"No",-2.60646369100404
0.68,0,0,"Born in 50 US States or Washington, DC","edu.hischl","white",3.69,0,-27.1577844311377,737.545255208147,"No",-0.60646369100404
2.4,0,0,"Born in 50 US States or Washington, DC","edu.college","black",5,0,2.84221556886227,8.07818933988309,"No",-1.60646369100404
1.15,0,1,"Born in 50 US States or Washington, DC","edu.hischl","mexicanam",5,0,2.84221556886227,8.07818933988309,"Yes",-1.60646369100404
6.2,1,0,"Born in 50 US States or Washington, DC","edu.somecol","white",4.9,0,30.8422155688623,951.24226119617,"Yes",-2.60646369100404
1.36,0,0,"Born in 50 US States or Washington, DC","edu.9to11","mexicanam",1.43,0,-25.1577844311377,632.914117483596,"No",-1.60646369100404
0.98,0,0,"Born in 50 US States or Washington, DC","edu.college","white",2.64,0,-25.1577844311377,632.914117483596,"No",-2.60646369100404
1.5,0,1,"Born in Other Non-Spanish Speaking Country","edu.lt9","white",4.37,0,21.8422155688623,477.082380956649,"No",-0.60646369100404
2.5,0,1,"Born in Other Non-Spanish Speaking Country","edu.9to11","otherrace",2.49236006546645,1,-20.1577844311377,406.336273172219,"No",3.39353630899596
0.97,0,1,"Born in Other Spanish Speaking Country","edu.college","otherhispan",1.13,0,1.84221556886227,3.39375820215855,"No",0.39353630899596
1.6,0,0,"Born in 50 US States or Washington, DC","edu.college","white",2.49236006546645,1,25.8422155688623,667.820105507548,"Yes",-1.60646369100404
3.4,0,1,"Born in 50 US States or Washington, DC","edu.lt9","white",1.31,0,30.8422155688623,951.24226119617,"Yes",-1.60646369100404
3.1,1,1,"Born in Other Non-Spanish Speaking Country","edu.hischl","otherrace",0.98,0,0.842215568862272,0.709327064434001,"No",-2.60646369100404
1.02,0,1,"Born in 50 US States or Washington, DC","edu.somecol","white",5,0,-5.15778443113773,26.6027402380867,"No",-0.60646369100404
2.6,0,0,"Born in 50 US States or Washington, DC","edu.college","white",5,0,2.84221556886227,8.07818933988309,"No",-2.60646369100404
1.5,1,1,"Born in 50 US States or Washington, DC","edu.hischl","white",0.58,0,-12.1577844311377,147.811722274015,"No",0.39353630899596
0.99,0,1,"Born in 50 US States or Washington, DC","edu.somecol","white",5,0,-3.15778443113773,9.97160251353582,"No",-0.60646369100404
1.9,1,1,"Born in 50 US States or Washington, DC","edu.hischl","white",5,0,-19.1577844311377,367.020704309943,"No",-1.60646369100404
2.18,0,0,"Born in Mexico","edu.9to11","mexicanam",1.93,0,-7.15778443113773,51.2338779626376,"No",0.39353630899596
0.89,1,1,"Born in 50 US States or Washington, DC","edu.hischl","white",3.77,0,-3.15778443113773,9.97160251353582,"No",0.39353630899596
2,1,0,"Born in 50 US States or Washington, DC","edu.hischl","white",5,0,-0.157784431137728,0.0248959267094563,"Yes",-2.60646369100404
0.77,0,1,"Born in 50 US States or Washington, DC","edu.hischl","white",3.18,0,-27.1577844311377,737.545255208147,"No",-0.60646369100404
0.75,0,1,"Born in Other Non-Spanish Speaking Country","edu.college","otherrace",3.3,0,-14.1577844311377,200.442859998566,"Yes",0.39353630899596
0.91,0,0,"Born in Other Spanish Speaking Country","edu.lt9","otherhispan",1.93,0,-17.1577844311377,294.389566585392,"No",-1.60646369100404
0.98,0,1,"Born in 50 US States or Washington, DC","edu.college","black",5,0,-3.15778443113773,9.97160251353582,"No",0.39353630899596
1.8,0,0,"Born in Other Non-Spanish Speaking Country","edu.college","otherrace",5,0,22.8422155688623,521.766812094374,"No",-2.60646369100404
2.14,0,1,"Born in Other Spanish Speaking Country","edu.somecol","otherhispan",1.25,0,11.8422155688623,140.238069579404,"Yes",-0.60646369100404
6.5,0,1,"Born in 50 US States or Washington, DC","edu.lt9","black",2.36,0,30.8422155688623,951.24226119617,"Yes",0.39353630899596
1.4,1,1,"Born in 50 US States or Washington, DC","edu.somecol","white",5,0,0.842215568862272,0.709327064434001,"No",0.39353630899596
1.77,1,0,"Born in 50 US States or Washington, DC","edu.hischl","white",1.06,0,-21.1577844311377,447.651842034494,"Yes",-2.60646369100404
2,0,1,"Born in Other Non-Spanish Speaking Country","edu.somecol","white",5,0,-10.1577844311377,103.180584549464,"No",1.39353630899596
2.13,0,1,"Born in 50 US States or Washington, DC","edu.lt9","white",2.49236006546645,1,25.8422155688623,667.820105507548,"No",-1.60646369100404
2.57,0,0,"Born in 50 US States or Washington, DC","edu.hischl","white",0.81,0,22.8422155688623,521.766812094374,"Yes",-2.60646369100404
1.75,1,0,"Born in Other Spanish Speaking Country","edu.hischl","otherhispan",1.34,0,-25.1577844311377,632.914117483596,"No",2.39353630899596
7.02,1,0,"Born in 50 US States or Washington, DC","edu.lt9","black",0.71,0,17.8422155688623,318.344656405751,"No",-2.60646369100404
1.1,0,0,"Born in 50 US States or Washington, DC","edu.somecol","black",3.32,0,-27.1577844311377,737.545255208147,"No",1.39353630899596
2.7,0,1,"Born in 50 US States or Washington, DC","edu.9to11","white",1.2,0,29.8422155688623,890.557830058446,"No",-1.60646369100404
1.23,0,1,"Born in Other Spanish Speaking Country","edu.hischl","otherhispan",2.36,0,-8.15778443113773,66.5494468249131,"No",0.39353630899596
1.61,0,1,"Born in Other Non-Spanish Speaking Country","edu.college","otherrace",5,0,0.842215568862272,0.709327064434001,"No",-0.60646369100404
1.4,1,1,"Born in 50 US States or Washington, DC","edu.somecol","white",1.26,0,-19.1577844311377,367.020704309943,"No",0.39353630899596
2.53,0,1,"Born in 50 US States or Washington, DC","edu.hischl","white",3.57,0,24.8422155688623,617.135674369823,"Yes",-1.60646369100404
1.59,0,1,"Born in 50 US States or Washington, DC","edu.lt9","white",2.49236006546645,1,30.8422155688623,951.24226119617,"Yes",-1.60646369100404
1.27,0,1,"Born in Mexico","edu.lt9","mexicanam",1.41,0,0.842215568862272,0.709327064434001,"No",1.39353630899596
2.2,0,1,"Born in 50 US States or Washington, DC","edu.hischl","white",1.31,0,30.8422155688623,951.24226119617,"Yes",-0.60646369100404
1.91,0,1,"Born in 50 US States or Washington, DC","edu.somecol","mexicanam",2.19,0,15.8422155688623,250.975794130302,"Yes",-1.60646369100404
2.35,0,1,"Born in 50 US States or Washington, DC","edu.hischl","white",1.71,0,15.8422155688623,250.975794130302,"No",-1.60646369100404
2.03,0,1,"Born in Other Non-Spanish Speaking Country","edu.college","otherrace",2.49236006546645,1,-15.1577844311377,229.758428860841,"No",0.39353630899596
1.48,0,1,"Born in 50 US States or Washington, DC","edu.somecol","white",5,0,0.842215568862272,0.709327064434001,"No",-1.60646369100404
0.7,0,0,"Born in 50 US States or Washington, DC","edu.somecol","white",0.58,0,-26.1577844311377,684.229686345871,"No",-2.60646369100404
0.85,0,1,"Born in 50 US States or Washington, DC","edu.college","white",5,0,6.84221556886227,46.8159138907813,"No",-0.60646369100404
1.6,0,1,"Born in Other Non-Spanish Speaking Country","edu.college","otherrace",2.92,0,13.8422155688623,191.606931854853,"No",-1.60646369100404
0.59,0,1,"Born in 50 US States or Washington, DC","edu.somecol","white",3.52,0,-19.1577844311377,367.020704309943,"No",-0.60646369100404
1.47,0,1,"Born in 50 US States or Washington, DC","edu.college","white",5,0,8.84221556886227,78.1847761662304,"No",-1.60646369100404
1.6,0,1,"Born in Other Spanish Speaking Country","edu.hischl","otherhispan",2.04,0,-9.15778443113773,83.8650156871886,"No",-2.60646369100404
0.9,0,1,"Born in 50 US States or Washington, DC","edu.somecol","black",2.04,0,-14.1577844311377,200.442859998566,"Yes",3.39353630899596
2.29,0,1,"Born in Mexico","edu.lt9","mexicanam",2.49236006546645,1,-6.15778443113773,37.9183091003622,"No",1.39353630899596
1.54,0,1,"Born in 50 US States or Washington, DC","edu.hischl","white",5,0,0.842215568862272,0.709327064434001,"Yes",0.39353630899596
3.11,1,0,"Born in 50 US States or Washington, DC","edu.hischl","black",2.19,0,-9.15778443113773,83.8650156871886,"No",3.39353630899596
2.38,1,0,"Born in 50 US States or Washington, DC","edu.hischl","white",0.93,0,-11.1577844311377,124.496153411739,"No",2.39353630899596
0.52,0,1,"Born in 50 US States or Washington, DC","edu.9to11","white",4.01,0,-14.1577844311377,200.442859998566,"Yes",0.39353630899596
1.71,0,0,"Born in 50 US States or Washington, DC","edu.hischl","white",0.96,0,30.8422155688623,951.24226119617,"Yes",-2.60646369100404
1.23,0,0,"Born in 50 US States or Washington, DC","edu.hischl","white",5,0,4.84221556886227,23.4470516153322,"No",-2.60646369100404
3.54,0,1,"Born in Mexico","edu.lt9","mexicanam",1.81,0,27.8422155688623,775.188967782997,"No",1.39353630899596
2.5,1,0,"Born in 50 US States or Washington, DC","edu.9to11","white",0.46,0,-25.1577844311377,632.914117483596,"No",1.39353630899596
1.4,0,0,"Born in 50 US States or Washington, DC","edu.college","white",0.48,0,-26.1577844311377,684.229686345871,"No",-2.60646369100404
3.96,0,0,"Born in 50 US States or Washington, DC","edu.hischl","white",2.92,0,-16.1577844311377,261.073997723117,"No",0.39353630899596
1.53,1,0,"Born in 50 US States or Washington, DC","edu.hischl","black",0.85,0,-24.1577844311377,583.59854862132,"No",-0.60646369100404
1.07,0,0,"Born in Other Spanish Speaking Country","edu.hischl","otherhispan",2.14,0,6.84221556886227,46.8159138907813,"No",-1.60646369100404
5.6,1,1,"Born in Other Non-Spanish Speaking Country","edu.lt9","otherrace",2.49236006546645,1,4.84221556886227,23.4470516153322,"No",3.39353630899596
1.61,1,1,"Born in 50 US States or Washington, DC","edu.hischl","white",4.84,0,-12.1577844311377,147.811722274015,"No",1.39353630899596
3.4,1,1,"Born in 50 US States or Washington, DC","edu.hischl","white",5,0,7.84221556886227,61.5003450285058,"Yes",0.39353630899596
1.3,0,1,"Born in 50 US States or Washington, DC","edu.hischl","mexicanam",1.83,0,5.84221556886227,34.1314827530567,"No",-1.60646369100404
8.32,1,1,"Born in 50 US States or Washington, DC","edu.somecol","white",2.49236006546645,1,3.84221556886227,14.7626204776076,"No",-1.60646369100404
1.2,0,1,"Born in Other Spanish Speaking Country","edu.hischl","otherhispan",3.29,0,-20.1577844311377,406.336273172219,"No",-1.60646369100404
1.31,0,0,"Born in 50 US States or Washington, DC","edu.lt9","white",0.96,0,-7.15778443113773,51.2338779626376,"No",-0.60646369100404
1.8,1,1,"Born in Mexico","edu.lt9","mexicanam",0.73,0,3.84221556886227,14.7626204776076,"No",0.39353630899596
1.2,0,1,"Born in Other Non-Spanish Speaking Country","edu.hischl","white",0.55,0,2.84221556886227,8.07818933988309,"No",3.39353630899596
3.7,0,0,"Born in Mexico","edu.somecol","mexicanam",0.39,0,-21.1577844311377,447.651842034494,"No",3.39353630899596
1.8,1,1,"Born in 50 US States or Washington, DC","edu.hischl","otherrace",2.9,0,14.8422155688623,220.291362992578,"Yes",1.39353630899596
1.7,0,0,"Born in 50 US States or Washington, DC","edu.9to11","mexicanam",0.31,0,-28.1577844311377,792.860824070422,"No",2.39353630899596
3.8,0,0,"Born in Mexico","edu.hischl","mexicanam",1.76,0,-22.1577844311377,490.967410896769,"No",-2.60646369100404
0.98,0,1,"Born in 50 US States or Washington, DC","edu.college","black",5,0,9.84221556886227,96.8692073039549,"Yes",-0.60646369100404
0.88,0,1,"Born in 50 US States or Washington, DC","edu.college","white",5,0,0.842215568862272,0.709327064434001,"No",0.39353630899596
1.47,0,0,"Born in 50 US States or Washington, DC","edu.college","white",5,0,3.84221556886227,14.7626204776076,"No",-1.60646369100404
0.83,0,0,"Born in 50 US States or Washington, DC","edu.college","white",0.69,0,-22.1577844311377,490.967410896769,"No",-2.60646369100404
1.3,0,1,"Born in 50 US States or Washington, DC","edu.college","white",1.25,0,-3.15778443113773,9.97160251353582,"No",3.39353630899596
3.9,0,1,"Born in 50 US States or Washington, DC","edu.lt9","black",1.51,0,21.8422155688623,477.082380956649,"No",-0.60646369100404
1.4,1,0,"Born in 50 US States or Washington, DC","edu.college","white",5,0,7.84221556886227,61.5003450285058,"Yes",-2.60646369100404
1.59,1,0,"Born in 50 US States or Washington, DC","edu.hischl","black",4.29,0,-1.15778443113773,1.34046478898491,"No",-1.60646369100404
1.61,1,0,"Born in 50 US States or Washington, DC","edu.hischl","mexicanam",2.5,0,-6.15778443113773,37.9183091003622,"Yes",-2.60646369100404
3.8,1,0,"Born in 50 US States or Washington, DC","edu.lt9","otherrace",1.08,0,-8.15778443113773,66.5494468249131,"No",-2.60646369100404
2.17,0,1,"Born in Other Spanish Speaking Country","edu.somecol","otherhispan",5,0,14.8422155688623,220.291362992578,"No",-1.60646369100404
1.3,0,1,"Born in 50 US States or Washington, DC","edu.college","mexicanam",5,0,-10.1577844311377,103.180584549464,"Yes",-0.60646369100404
3.14,1,1,"Born in 50 US States or Washington, DC","edu.9to11","white",2.5,0,13.8422155688623,191.606931854853,"No",-1.60646369100404
1.5,1,0,"Born in 50 US States or Washington, DC","edu.somecol","white",4.41,0,-24.1577844311377,583.59854862132,"No",-2.60646369100404
3.05,0,1,"Born in 50 US States or Washington, DC","edu.somecol","white",3.41,0,15.8422155688623,250.975794130302,"No",-0.60646369100404
3.67,1,0,"Born in 50 US States or Washington, DC","edu.9to11","white",2.5,0,21.8422155688623,477.082380956649,"Yes",-2.60646369100404
1.25,0,1,"Born in 50 US States or Washington, DC","edu.college","white",5,0,0.842215568862272,0.709327064434001,"No",0.39353630899596
7.4,1,0,"Born in 50 US States or Washington, DC","edu.somecol","white",1.76,0,9.84221556886227,96.8692073039549,"Yes",-2.60646369100404
0.76,0,1,"Born in 50 US States or Washington, DC","edu.9to11","white",4.55,0,12.8422155688623,164.922500717129,"No",-0.60646369100404
1.78,0,0,"Born in Other Spanish Speaking Country","edu.somecol","otherhispan",2.12,0,-7.15778443113773,51.2338779626376,"No",0.39353630899596
2.11,1,1,"Born in 50 US States or Washington, DC","edu.somecol","white",1.46,0,9.84221556886227,96.8692073039549,"Yes",-1.60646369100404
4.4,0,1,"Born in 50 US States or Washington, DC","edu.college","mexicanam",5,0,3.84221556886227,14.7626204776076,"Yes",0.39353630899596
0.97,0,1,"Born in 50 US States or Washington, DC","edu.9to11","black",4.1,0,-16.1577844311377,261.073997723117,"No",0.39353630899596
1.73,0,0,"Born in Other Spanish Speaking Country","edu.lt9","otherhispan",1.25,0,-13.1577844311377,173.12729113629,"No",-0.60646369100404
3,1,1,"Born in 50 US States or Washington, DC","edu.lt9","mexicanam",5,0,2.84221556886227,8.07818933988309,"No",0.39353630899596
4.32,0,1,"Born in Other Non-Spanish Speaking Country","edu.college","otherrace",3.21,0,21.8422155688623,477.082380956649,"No",-1.60646369100404
0.92,0,1,"Born in 50 US States or Washington, DC","edu.college","white",5,0,-8.15778443113773,66.5494468249131,"No",0.39353630899596
2.15,0,1,"Born in 50 US States or Washington, DC","edu.somecol","otherhispan",5,0,5.84221556886227,34.1314827530567,"No",-0.60646369100404
2.6,1,0,"Born in 50 US States or Washington, DC","edu.hischl","white",5,0,14.8422155688623,220.291362992578,"No",-2.60646369100404
1.33,0,0,"Born in 50 US States or Washington, DC","edu.somecol","mexicanam",5,0,-1.15778443113773,1.34046478898491,"No",-2.60646369100404
2.3,0,1,"Born in 50 US States or Washington, DC","edu.9to11","white",0.58,0,-5.15778443113773,26.6027402380867,"No",0.39353630899596
1.51,0,0,"Born in Mexico","edu.lt9","mexicanam",1.94,0,-9.15778443113773,83.8650156871886,"No",0.39353630899596
8.59,0,0,"Born in Other Non-Spanish Speaking Country","edu.hischl","black",0,0,9.84221556886227,96.8692073039549,"No",-2.60646369100404
1.62,0,1,"Born in 50 US States or Washington, DC","edu.lt9","white",2.06,0,30.8422155688623,951.24226119617,"No",-1.60646369100404
3.14,1,0,"Born in 50 US States or Washington, DC","edu.somecol","black",1.54,0,-26.1577844311377,684.229686345871,"No",-2.60646369100404
1.8,0,1,"Born in 50 US States or Washington, DC","edu.somecol","white",5,0,-0.157784431137728,0.0248959267094563,"No",-1.60646369100404
2.24,0,1,"Born in Other Non-Spanish Speaking Country","edu.hischl","otherrace",5,0,0.842215568862272,0.709327064434001,"No",2.39353630899596
1.68,0,0,"Born in 50 US States or Washington, DC","edu.lt9","white",0.96,0,12.8422155688623,164.922500717129,"No",-2.60646369100404
2.74,0,0,"Born in Other Non-Spanish Speaking Country","edu.college","otherrace",1.44,0,14.8422155688623,220.291362992578,"No",-2.60646369100404
2.2,0,1,"Born in Mexico","edu.9to11","mexicanam",2.18,0,-4.15778443113773,17.2871713758113,"No",0.39353630899596
0.82,0,0,"Born in 50 US States or Washington, DC","edu.somecol","white",4.33,0,-20.1577844311377,406.336273172219,"No",-2.60646369100404
5.6,0,1,"Born in Mexico","edu.lt9","mexicanam",1.36,0,-25.1577844311377,632.914117483596,"No",0.39353630899596
2.16,0,1,"Born in 50 US States or Washington, DC","edu.9to11","black",2.83,0,18.8422155688623,355.029087543476,"No",0.39353630899596
2.1,0,1,"Born in Other Spanish Speaking Country","edu.lt9","mexicanam",1.02,0,11.8422155688623,140.238069579404,"No",-1.60646369100404
2.2,0,0,"Born in 50 US States or Washington, DC","edu.hischl","mexicanam",0.73,0,25.8422155688623,667.820105507548,"Yes",0.39353630899596
1.76,0,1,"Born in 50 US States or Washington, DC","edu.college","white",2.14,0,23.8422155688623,568.451243232098,"No",-1.60646369100404
1.42,1,1,"Born in 50 US States or Washington, DC","edu.somecol","mexicanam",5,0,8.84221556886227,78.1847761662304,"Yes",-1.60646369100404
1.8,0,1,"Born in Other Spanish Speaking Country","edu.9to11","otherhispan",0.58,0,-15.1577844311377,229.758428860841,"No",0.39353630899596
2.81,1,0,"Born in 50 US States or Washington, DC","edu.9to11","mexicanam",1.5,0,-26.1577844311377,684.229686345871,"No",-1.60646369100404
2.49,0,0,"Born in 50 US States or Washington, DC","edu.college","white",5,0,30.8422155688623,951.24226119617,"Yes",3.39353630899596
1.38,1,0,"Born in 50 US States or Washington, DC","edu.9to11","white",2.14,0,-6.15778443113773,37.9183091003622,"No",1.39353630899596
3.6,1,0,"Born in 50 US States or Washington, DC","edu.9to11","black",3.49,0,-3.15778443113773,9.97160251353582,"Yes",-0.60646369100404
2.9,0,1,"Born in 50 US States or Washington, DC","edu.college","white",1.5,0,1.84221556886227,3.39375820215855,"Yes",-1.60646369100404
0.84,0,0,"Born in 50 US States or Washington, DC","edu.9to11","white",1.92,0,30.8422155688623,951.24226119617,"Yes",-2.60646369100404
